Make,Model,Year,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Temperature_C
Nissan,Leaf,2024,Sedan,59.7,88.3,282,171.8,0.46,1538,19.48,84098,61.9,31.2
Nissan,Ariya,2017,Truck,51.1,99.2,272,119.1,0.58,1213,17.87,14827,60.1,8.1
Audi,e-tron,2019,Hatchback,99.3,99.4,595,222.6,0.62,707,19.73,193861,38.7,-2.7
BMW,iX,2021,Truck,76.4,85.2,420,56.2,1.45,820,15.92,73464,78,9.3
Nissan,Leaf,2017,Hatchback,83.9,85,440,43.9,2.45,310,17.6,106038,90.5,4.7
Tesla,Model X,2017,SUV,91.9,80.5,442,180.5,0.54,458,22.77,148667,43.6,30.6
Nissan,Leaf,2016,SUV,36.2,82,158,55.1,0.79,903,22.72,205505,70.5,-9.2
BMW,iX,2016,Truck,101.4,71.8,528,210.9,0.61,293,16.83,63475,85.5,-9.2
Ford,F-150 Lightning,2021,Hatchback,91.5,88.6,479,174.2,0.66,388,16.66,72772,91.9,8.8
Volkswagen,ID.3,2021,Sedan,68.8,90.1,317,61.1,1.41,715,23.61,219367,70.5,23.7
Chevrolet,Bolt EV,2022,SUV,58,74.1,293,135,0.51,495,12.1,68982,91.5,0.2
Nissan,Ariya,2015,Hatchback,79.8,76.8,432,186.2,0.61,304,22.82,92438,66.4,25.7
Kia,EV6,2024,Truck,36,81.4,205,29.6,1.44,1237,19.45,71411,47.9,29.9
Ford,Mustang Mach-E,2019,SUV,87,89.7,430,48.3,2.57,568,21.77,191398,63.3,12.3
Kia,Niro EV,2020,Hatchback,100.6,89.5,490,238.1,0.48,1757,23.38,202592,87.3,23.8
Nissan,Ariya,2022,Truck,79.7,96.4,465,208,0.53,1657,16.46,64289,89.1,13.3
Volkswagen,ID.3,2015,Truck,62.1,77.9,324,93.4,0.86,519,16.83,212542,43.7,-4.5
Ford,F-150 Lightning,2021,Hatchback,40.7,92.8,216,66.5,0.65,1732,24.74,61438,90.1,6.1
Kia,EV6,2018,SUV,31.1,90.6,144,64.6,0.53,1119,15.32,128267,44.3,33.7
Tesla,Model 3,2019,Truck,90.4,81.9,385,41.4,2.8,572,17.47,158241,48,-7.1
Mercedes,EQS,2016,SUV,107.2,75.7,642,78.5,1.89,576,14.53,73809,100,-2
Nissan,Ariya,2019,Hatchback,54.6,76.3,250,213.7,0.32,870,12.8,192544,32.2,26.6
Chevrolet,Bolt EV,2024,SUV,94.6,85.5,379,29.7,3.62,1729,18.21,109755,75.5,-1.2
Volkswagen,ID.4,2020,Hatchback,35.9,89.3,214,221,0.19,1091,13.51,190893,82.6,-10
Ford,F-150 Lightning,2015,SUV,113.2,88.5,589,229.2,0.59,1829,20.08,139210,56,27.4
Nissan,Ariya,2020,Sedan,70.9,76.5,411,83.6,1,1402,15.88,42448,54.5,37.5
Chevrolet,Bolt EV,2020,Truck,100.4,86.3,502,76.1,1.84,948,23.27,120492,99.2,16.6
Mercedes,EQS,2021,Truck,54.6,87.1,283,196.3,0.33,740,24.08,207413,61.7,4.9
Hyundai,Kona Electric,2017,Sedan,41.6,73.2,215,69,0.81,828,14.97,33544,53.3,30
Kia,Niro EV,2019,Sedan,51.5,96.5,304,20.3,3.55,904,22.27,221199,43.3,15.9
Kia,Niro EV,2018,Truck,66.9,83.8,396,209.6,0.43,1375,13.06,11374,35.4,24.8
Volkswagen,ID.3,2015,SUV,40.7,78.5,222,204,0.25,738,20.65,19057,33.8,32.2
Volkswagen,ID.4,2022,SUV,72.5,88.3,305,144.9,0.7,791,21.09,187299,91.2,-5
Volkswagen,ID.4,2017,SUV,70.6,75.7,364,58,1.35,1989,23.19,11618,90.9,24.2
Ford,F-150 Lightning,2016,SUV,66,75,289,104.5,0.67,1869,15.6,211130,96.6,16.1
Mercedes,EQC,2021,Truck,64.8,85.8,327,193.1,0.42,1056,24.06,45610,97.3,3.5
Chevrolet,Bolt EV,2017,Truck,115.5,73.2,592,89.9,1.59,1256,16.92,189524,62,17.1
Volkswagen,ID.4,2016,Hatchback,69.6,70.7,301,235.9,0.35,1362,14.12,147930,88.4,19.2
Chevrolet,Bolt EV,2024,SUV,67.3,80,344,93.7,0.89,405,19.33,151257,73.3,-7
Volkswagen,ID.3,2019,SUV,60,72.8,307,38,2.14,1841,14.79,70324,70.9,10.6
Hyundai,Kona Electric,2024,Truck,103.5,77.9,585,178.6,0.61,1356,18.93,222713,60.1,-4.9
Kia,EV6,2016,Hatchback,35.4,90.1,158,86.3,0.55,1861,21.1,206058,72.8,39
Ford,F-150 Lightning,2020,Truck,113.8,73.3,466,223.5,0.7,598,24.33,185436,71.9,-1.4
Chevrolet,Bolt EUV,2017,SUV,54.5,76.6,276,218.6,0.28,927,18.94,227828,52.6,0.6
BMW,iX,2020,Hatchback,94.2,70.7,486,211.9,0.56,633,19.22,19472,95.1,26.2
Volkswagen,ID.4,2016,Sedan,68.7,93.6,336,73.6,1.32,1200,20.35,74969,40.3,31.2
Tesla,Model Y,2020,Hatchback,32.3,76.5,157,151.4,0.26,834,23.72,155859,37.5,31
Audi,e-tron,2017,Sedan,66.9,77.5,369,82.5,0.9,653,22,187735,49.3,-4.2
Volkswagen,ID.3,2022,Hatchback,119.5,80.4,659,42.6,3.45,291,23.26,184322,37,12.4
Nissan,Leaf,2015,Sedan,118.2,90.3,685,43.4,3,645,18.14,164943,38.8,-5.4
Volkswagen,ID.4,2020,Truck,32.4,83.5,183,187.3,0.22,1475,19.22,190392,93.9,33.1
Kia,Niro EV,2021,Truck,60.8,85.9,290,178.4,0.4,576,14.73,73020,78.1,26.8
Hyundai,Kona Electric,2024,Sedan,33.6,70.5,177,140.2,0.29,1110,15.34,211355,96.2,1
BMW,i4,2020,Truck,83.8,70.2,340,46.2,2.43,1181,14.9,114122,54.7,7
Volkswagen,ID.3,2018,SUV,97.1,84.7,505,45,2.39,1203,16.76,184275,98.6,14.4
Volkswagen,ID.3,2016,SUV,97.8,78.1,514,16.9,6.75,636,24,66422,84.5,-8
BMW,i4,2017,SUV,107.3,81.5,581,172.2,0.82,567,17.67,72918,54.9,8.2
Nissan,Leaf,2022,Hatchback,101.3,83.2,510,246.8,0.44,1365,12.27,41003,48.7,4.6
Audi,e-tron,2020,SUV,68.2,95,338,151.1,0.49,595,24.29,246015,90.3,39
Tesla,Model Y,2019,SUV,77.8,74.1,414,200.3,0.45,1886,16.29,43457,43.3,15.2
Audi,e-tron,2024,Sedan,63,84.1,322,248.2,0.29,977,22.85,196638,87.7,29.5
Chevrolet,Bolt EUV,2018,SUV,97.1,84.8,413,147.2,0.8,1442,16.83,7661,53.7,15.8
Kia,EV6,2018,Hatchback,55,85.9,288,163.9,0.4,1701,23.14,62822,93.6,30.7
Tesla,Model X,2017,SUV,80.8,91.3,466,249.3,0.37,884,24.05,85729,51.6,14.9
Mercedes,EQC,2024,Hatchback,81,81.2,468,45.7,2.11,823,16.69,205876,81.9,21.2
Nissan,Leaf,2023,Truck,58,88.7,334,57.6,1.14,239,17.48,105614,77.8,39
Nissan,Ariya,2023,SUV,44.3,91,243,116.9,0.42,1103,12.38,30319,37.9,3.8
Chevrolet,Bolt EV,2023,Sedan,99.6,92.1,466,249.9,0.44,1312,16.82,203504,52,17.1
Nissan,Leaf,2015,Hatchback,83.4,78.5,351,174.5,0.65,1615,19.37,157452,86.7,13.3
Chevrolet,Bolt EV,2022,Truck,89.6,82.7,489,184.1,0.57,1805,22.28,149844,38.5,2.2
Mercedes,EQC,2022,Truck,102.8,86.3,413,123.3,1.08,817,24.64,138541,95.2,28.1
Mercedes,EQC,2021,Truck,77.8,71.3,388,41,2.09,1661,12.48,20515,66.5,21.9
Mercedes,EQC,2021,SUV,98.1,90.7,512,20.8,5.3,1883,15.07,177651,71.1,25
Nissan,Leaf,2019,Truck,48.1,74.8,199,229,0.28,675,20.07,79116,59,38.3
Nissan,Leaf,2019,Truck,118.2,79,474,134.2,1.19,1374,23.39,121595,81.3,-1.2
Nissan,Ariya,2015,Hatchback,48,78.1,234,117.6,0.46,906,14.9,70322,47.6,12.6
Volkswagen,ID.4,2017,Truck,38,74.3,200,214.2,0.25,721,21.65,180214,73.6,7.6
Kia,Niro EV,2024,Truck,72,86.8,415,149.4,0.64,1338,15.55,234829,68.2,-4.9
Chevrolet,Bolt EUV,2016,Hatchback,97,71.1,474,121.3,0.91,802,12.32,142125,54,25
Ford,Mustang Mach-E,2015,Hatchback,54,76.9,222,56.5,1.18,1019,20.13,191440,75.5,-8.6
Ford,F-150 Lightning,2018,Hatchback,79.8,80,358,205.8,0.53,614,17.07,148041,37.3,-3.2
Audi,Q4 e-tron,2020,Truck,61.4,72.5,350,179,0.38,805,13.17,27132,30.2,39.1
Audi,Q4 e-tron,2020,Sedan,48.1,80.6,206,48.5,1.39,1955,14.86,18008,30.6,-6.2
Ford,F-150 Lightning,2022,Truck,83.5,73.9,401,147,0.68,337,21.11,53519,85.9,13.9
Hyundai,Ioniq 5,2021,SUV,119.7,77.6,595,67.5,2.07,601,24.35,44420,35,30.5
Tesla,Model X,2020,Truck,71.6,99.5,351,37.9,1.99,1300,18.94,78082,51.6,-4.9
Mercedes,EQS,2023,Sedan,106,84.1,599,197.8,0.62,1645,14.21,143598,90.3,16.7
Mercedes,EQC,2024,Sedan,33.4,97.8,145,229.1,0.2,820,23.55,176055,51.2,24.1
Mercedes,EQC,2023,Hatchback,86.5,83.6,499,103.8,0.96,324,12.54,43754,56.3,-9.5
Hyundai,Kona Electric,2024,Hatchback,109.9,73.8,453,145.6,0.91,1343,21.67,224252,50.1,13.6
Kia,Niro EV,2019,Sedan,103.2,80.4,516,156.3,0.8,1381,14.46,100983,60.3,36.2
Mercedes,EQS,2024,SUV,46.3,86.6,268,199.5,0.25,419,14.88,185079,81.1,35.2
Kia,EV6,2015,Hatchback,42.4,97.3,219,120.4,0.38,1775,12.99,233411,55.5,4.5
Volkswagen,ID.3,2018,Truck,100.3,78.6,468,198.5,0.69,1210,22.34,43548,33.6,12.6
Nissan,Ariya,2020,Hatchback,95.3,77.6,402,142.4,0.91,1731,20.29,93377,82.9,3.9
Kia,Niro EV,2016,Hatchback,100.9,85.5,490,78,1.42,291,21.64,76451,61.2,9.4
Ford,F-150 Lightning,2024,Hatchback,55.7,80.3,317,211.3,0.38,522,16.8,18372,52.4,21.9
Chevrolet,Bolt EUV,2018,Truck,97.9,86.9,539,216.5,0.55,994,19.67,219574,69.4,39.4
Tesla,Model 3,2018,Sedan,99,73.9,457,17.4,6.61,1971,19.82,97379,78.1,-6
Ford,F-150 Lightning,2024,SUV,80,88.9,478,230.3,0.43,1509,12.06,223962,42.2,5.4
Ford,Mustang Mach-E,2017,Truck,109.6,97.6,528,78.7,1.92,1403,13.9,102869,69.3,22.3
Tesla,Model X,2019,Truck,110.3,81.5,598,166.7,0.89,1490,18.89,63796,45.4,7.6
Mercedes,EQS,2021,SUV,69.4,90.1,307,184.5,0.52,912,20.68,148606,48.7,-4.3
Chevrolet,Bolt EV,2020,Truck,50.6,98.7,204,90.5,0.73,226,24.06,19470,73.6,-3.4
Volkswagen,ID.4,2018,SUV,105.9,84,589,126.4,1.05,1107,24.6,27805,80.9,-3.8
Chevrolet,Bolt EUV,2021,Hatchback,47.4,90.3,228,16.8,3.59,906,19.08,21858,64.6,4.1
Kia,Niro EV,2023,Truck,72.8,80.1,389,163.6,0.56,1329,12.65,11486,74.3,4.7
Hyundai,Kona Electric,2016,Hatchback,74.1,98.4,436,84.5,0.97,657,24.68,62868,43.2,14.9
Tesla,Model 3,2019,Hatchback,99.5,95.1,558,159.5,0.81,334,13.72,168596,85.9,-1.6
Nissan,Ariya,2015,Truck,63.9,86.2,285,65.4,1.09,1996,23.43,175876,78.2,7.7
Chevrolet,Bolt EV,2021,SUV,52.7,81.4,227,95.5,0.75,1730,12.43,85632,43.3,21.2
Volkswagen,ID.4,2015,Hatchback,88.4,84.1,523,95.2,1.05,1466,23.08,240381,68.7,4
Kia,Niro EV,2020,Truck,99.4,78.4,478,19.9,6.58,744,22.76,26119,44.4,27.6
Nissan,Leaf,2022,Sedan,80.5,83.8,466,63.5,1.43,318,15.83,115135,90.9,-2.1
Hyundai,Kona Electric,2017,SUV,112.8,87.3,493,41.3,3.57,326,22.21,17521,34.9,5.3
Chevrolet,Bolt EUV,2018,Truck,34.3,72.4,141,112.1,0.43,1882,18.99,245939,95.7,12
Nissan,Ariya,2021,SUV,87.3,86.1,455,174.2,0.67,1994,20.81,29805,41.5,23.9
Audi,Q4 e-tron,2023,Sedan,37.4,81.4,162,166.2,0.25,835,14.87,45239,61.3,30.1
Ford,Mustang Mach-E,2016,Hatchback,88,95.7,453,199.7,0.55,407,22.63,112600,99,23
Hyundai,Ioniq 5,2019,Hatchback,65.1,96.4,281,110,0.74,1386,18.29,127594,99.7,6.5
Kia,Niro EV,2019,Sedan,81.5,98.6,381,163.9,0.53,710,20.95,84493,34.1,10.3
Hyundai,Kona Electric,2021,Sedan,33,82.4,185,103.6,0.37,1243,21.73,25339,94.9,2.6
Mercedes,EQS,2020,Sedan,91.3,90,475,181.1,0.66,946,20.07,127325,82.2,12.1
Kia,EV6,2019,Hatchback,53,79.1,275,123.7,0.55,1576,23.48,19538,98.1,39.2
Hyundai,Ioniq 5,2018,SUV,98.1,90.5,471,143.7,0.89,418,12.26,226633,92.8,27.1
Ford,F-150 Lightning,2019,Sedan,98.4,95.1,412,145.5,0.76,552,16.04,155044,66.8,23.8
Audi,Q4 e-tron,2018,SUV,107.4,79.3,429,67,2.22,603,16.14,5403,45,24.1
Nissan,Leaf,2022,Truck,70,89,326,111,0.9,1723,20.42,42515,45.1,22.5
Tesla,Model Y,2018,Truck,82,79.3,450,22.4,5.15,1655,12.68,218453,53.9,0.9
Kia,EV6,2017,Sedan,73.7,77.1,351,79.4,1.18,933,17.16,144911,77.6,34.7
Chevrolet,Bolt EV,2017,SUV,84.5,81.5,355,150.2,0.65,362,16.4,192268,65,8.2
Tesla,Model S,2024,SUV,54.8,96.2,234,220.2,0.31,355,13.44,76095,53.1,29.9
BMW,i3,2021,Sedan,84.4,77.3,474,202,0.44,1722,16.29,170190,91,37.9
Chevrolet,Bolt EUV,2016,Truck,59.3,70.6,250,74.3,1.11,1720,19.73,85109,37.1,27.9
Kia,Niro EV,2015,Sedan,40.3,79.5,168,108.4,0.4,1924,21.29,40031,67.3,-8.6
Ford,F-150 Lightning,2015,Truck,31.9,73.5,188,227.8,0.19,1942,22.06,140022,36.8,27.7
Tesla,Model 3,2016,SUV,31.7,78.9,156,36.8,1.18,1939,14.56,205565,88.4,13.9
Ford,F-150 Lightning,2021,SUV,79.8,90.4,437,107.1,1.03,915,17.77,199891,96.3,30.6
Volkswagen,ID.4,2022,Sedan,57.6,96.8,280,80.8,0.96,1574,23.74,162307,61.5,14.1
Nissan,Ariya,2017,SUV,75.8,86.1,340,103.1,1.04,207,13.21,90726,67.8,30.8
Ford,F-150 Lightning,2020,Hatchback,45.6,84.3,224,128.7,0.42,1618,15.68,200398,64.1,2.4
Hyundai,Kona Electric,2019,Sedan,119.2,74.6,587,186.1,0.91,1441,17.51,54866,99.5,8.7
Mercedes,EQS,2023,Sedan,75.3,78.3,330,177,0.51,1346,24.53,23444,80.8,24.3
BMW,i4,2017,Truck,113,77,676,173.4,0.8,838,14.08,124682,60,0.3
BMW,i4,2023,Truck,107.3,70.1,480,22.1,6.67,1098,14.36,61228,85.8,12.9
Tesla,Model Y,2017,SUV,57.7,89.6,248,158.5,0.4,1860,22.61,231042,35.6,0.7
Nissan,Leaf,2023,Truck,46.3,96.9,236,234.7,0.27,681,23.96,219905,91.8,34
Ford,Mustang Mach-E,2017,Truck,62.4,83.3,352,92,0.94,663,21.36,135448,54.4,18.3
Kia,EV6,2021,Truck,33.1,94.9,159,168.3,0.25,835,21.28,86254,70.6,31.2
Volkswagen,ID.3,2021,SUV,107.9,84.9,510,169.3,0.81,1166,18.57,124693,51.7,6.4
Ford,Mustang Mach-E,2020,Hatchback,63.2,93.3,281,199.2,0.36,1699,20.93,17384,82.2,32.6
Kia,Niro EV,2024,SUV,75.9,97.7,434,16.5,5.53,1664,12.15,73245,51.6,27.6
Ford,Mustang Mach-E,2022,Truck,47.5,88.8,241,13.3,4.48,1937,21.86,176902,44.3,32.2
Audi,e-tron,2021,Truck,115.8,91.9,666,209.6,0.72,1774,15.24,18496,35.9,9.7
Mercedes,EQS,2024,Hatchback,106.6,83.6,426,226.3,0.64,1610,22.86,78920,42.6,33.7
BMW,iX,2020,Truck,118.3,94.2,481,53.1,2.46,715,18.9,135349,100,23.1
Ford,F-150 Lightning,2020,Hatchback,65.7,87.1,301,68.9,1.22,336,15.71,21281,51.8,35
Volkswagen,ID.4,2018,Sedan,43.1,79.7,202,213.6,0.29,1932,12.41,219964,87.6,13.9
BMW,iX,2018,SUV,47.1,88.8,281,224,0.25,1149,19.13,89899,68.3,15.1
Ford,Mustang Mach-E,2021,Sedan,38.6,81.2,187,141.9,0.29,737,22.86,188307,39.3,2.8
Volkswagen,ID.3,2017,Hatchback,78.5,75.1,377,115,0.72,1175,22.59,185050,92.2,13.3
Tesla,Model X,2018,Truck,81.6,87.2,368,162.2,0.54,1558,18.69,50642,47.1,34.2
Kia,Niro EV,2018,Sedan,63.2,82.3,368,14.1,5.33,1506,17.45,86597,70.9,19.8
Audi,e-tron,2018,SUV,109.5,87.6,447,68.3,1.89,729,24.53,189778,94.4,2.3
BMW,i3,2017,Truck,62,82.6,351,32.7,2.4,1475,18.27,182961,82.8,37.4
Tesla,Model Y,2015,Sedan,67,93.4,269,168.9,0.57,841,12.44,11813,88.9,11.7
BMW,iX,2016,Sedan,104.3,96.7,608,132.2,0.91,849,13.18,189992,49.6,12.7
Nissan,Ariya,2023,Hatchback,108.9,85.8,455,121.7,0.99,419,20.13,130733,53.1,-3.2
Nissan,Ariya,2016,Hatchback,86.5,79.1,494,44.3,2.08,1910,12.31,185765,42.1,2.8
Audi,Q4 e-tron,2019,Sedan,118.1,80.6,581,167.1,0.82,542,12.74,40847,85.6,27
Tesla,Model 3,2016,SUV,118,73,575,244.6,0.61,484,17.12,56550,78.6,-5.5
Audi,e-tron,2022,Hatchback,95,73.2,390,203.4,0.52,1449,18.65,147615,84.6,22.3
Nissan,Ariya,2023,Truck,67.2,87.5,284,157.9,0.53,767,16.61,45934,69.8,4
Nissan,Ariya,2019,Hatchback,113.4,82.4,621,28.8,5.51,932,24.26,221753,44.8,35.3
Kia,Niro EV,2015,Hatchback,82,97.6,423,230.8,0.4,1563,16.42,117067,53.3,-4
Kia,EV6,2020,Sedan,76.3,76.5,416,152.1,0.57,230,23.35,111097,95.5,-4.8
Chevrolet,Bolt EUV,2023,Sedan,74.7,75.1,395,158.9,0.61,1318,21.91,235155,84.1,17.2
Audi,e-tron,2017,Hatchback,33.7,74.5,196,150.1,0.25,1176,13.12,96509,98.9,10.3
BMW,iX,2018,Truck,80.7,92.3,424,154.4,0.59,1902,22.62,246626,49.1,33.6
Mercedes,EQS,2023,SUV,94.9,81.4,459,81.3,1.58,1196,19.92,68883,75.6,15.7
Kia,Niro EV,2024,Hatchback,61.4,87,255,36.4,1.81,694,17.81,230152,52.9,27
Mercedes,EQC,2024,SUV,87.5,93.1,380,148.6,0.68,408,13.26,58255,54.1,-7.1
Mercedes,EQS,2024,Sedan,38.9,96.3,197,20,2.26,1637,12.98,95909,49.6,14.7
BMW,i3,2017,Sedan,47.5,84.4,194,71.4,0.93,1562,24.6,214841,91.1,21.5
Chevrolet,Bolt EUV,2019,SUV,108.1,80.2,575,142.2,0.99,610,21.15,221180,40.8,26.9
Volkswagen,ID.4,2016,Sedan,72.8,82,396,238.8,0.34,455,22.72,37389,57.4,27.9
Nissan,Leaf,2019,Hatchback,82.1,77.2,459,196,0.54,1200,14.68,95404,69.4,9.5
Tesla,Model 3,2019,Sedan,31.7,76.8,171,82.9,0.41,1922,15.58,56192,66.1,-4.1
Volkswagen,ID.3,2019,SUV,106.3,99.9,550,84.9,1.44,419,21.75,234591,61.7,29
Chevrolet,Bolt EUV,2019,SUV,92.5,86.2,552,97.4,1.06,357,12.7,100736,37.8,-2
Volkswagen,ID.3,2023,Sedan,113.9,97.1,503,72.9,2.1,1791,20.02,135942,95.2,26.6
Nissan,Leaf,2017,SUV,40.8,86.2,222,143.2,0.3,1470,17.6,65675,87.7,6.5
Volkswagen,ID.3,2021,SUV,58.3,94.8,242,88.9,0.81,1461,14.15,235763,59.7,15.3
Audi,Q4 e-tron,2017,SUV,78.7,79.8,347,78,1.25,281,14.53,222960,37.5,-6.7
Audi,Q4 e-tron,2016,SUV,78.5,87.7,402,164.6,0.51,1338,17.76,153279,32.7,34.4
Volkswagen,ID.4,2024,Sedan,95.5,81.9,566,146.8,0.73,1076,23.56,130150,36.8,10.1
Kia,EV6,2021,Hatchback,52.6,88.5,296,119.1,0.56,816,22.3,44222,64.1,32.5
Mercedes,EQS,2017,SUV,97.2,71.9,511,63.3,1.77,1779,13.19,72763,73.9,39
Volkswagen,ID.4,2020,SUV,52.3,85.7,271,97.6,0.62,1214,12.45,173452,36.1,15.4
Audi,e-tron,2021,Hatchback,65.3,83.6,387,43.6,1.69,327,15.84,249636,49,8.4
Audi,e-tron,2015,Truck,59.9,78.4,329,46,1.39,1107,20.98,98193,44,3.8
Tesla,Model X,2023,Truck,115.1,95.4,561,126.2,0.99,508,20.91,113598,64.4,16.3
Tesla,Model 3,2015,Truck,75.2,95.1,313,137.8,0.72,1659,24.55,110635,31.9,32
Hyundai,Ioniq 5,2016,Sedan,43.3,73.9,228,89.4,0.63,1037,12.36,47232,70.9,17.3
Volkswagen,ID.3,2021,SUV,72.2,92.6,402,130.3,0.77,649,15.77,64487,46.1,26.7
Tesla,Model S,2018,Hatchback,72.1,97.8,399,209.7,0.47,801,17.63,104859,98.9,8.6
Ford,F-150 Lightning,2023,Truck,111.8,88.1,640,74.1,1.87,481,17.93,85615,91,15
Tesla,Model S,2022,Hatchback,99.3,77.5,592,53.9,1.98,524,16.84,76860,62.1,16.3
Tesla,Model Y,2017,Hatchback,92.5,94.6,536,36.4,2.75,306,20.69,155504,81,25.8
BMW,i4,2020,SUV,64,78.7,355,90.2,0.82,513,19.62,5723,35.7,26.3
Nissan,Ariya,2023,SUV,64.8,99.4,290,156.7,0.45,725,14.83,98335,78.8,0
Tesla,Model 3,2021,Sedan,39.8,74.6,176,25.2,1.7,1000,24.25,63219,74.6,7.9
Hyundai,Ioniq 5,2020,Sedan,75.2,89.5,444,204.8,0.41,898,22.72,181657,96.5,13.7
Tesla,Model S,2020,SUV,109.2,82.8,527,83.7,1.42,1356,24.85,56846,76.3,10.9
Kia,EV6,2015,Truck,33.8,82.8,179,103.3,0.34,298,21.93,66324,43.3,-7.8
Hyundai,Ioniq 5,2018,Hatchback,34.9,89.8,164,232.3,0.16,863,24.9,176780,33.6,18.9
Nissan,Leaf,2019,Truck,37.6,88.5,168,184.2,0.24,1749,17.75,196801,43.8,1.3
Chevrolet,Bolt EUV,2021,Hatchback,109.2,97.2,552,140.3,0.85,1626,18.73,158458,72.3,-3
Ford,F-150 Lightning,2020,Truck,51.6,95.8,270,106.3,0.65,1526,18.74,140891,62.9,38.5
Audi,e-tron,2015,Truck,102.8,88.4,544,243.2,0.49,1482,20.99,157762,97.9,27.1
Mercedes,EQS,2015,Sedan,59.4,91.8,315,49.9,1.26,1321,16.54,145099,89.4,21.6
Audi,e-tron,2023,SUV,81.1,83.5,465,221,0.47,954,22.75,181756,55.7,9.6
BMW,i3,2015,Hatchback,88.7,74.8,457,140.5,0.69,1748,14.37,75050,71.9,11.3
Nissan,Leaf,2023,Sedan,58.4,89.8,251,84.8,0.79,1275,12.29,28255,40.3,14.5
Mercedes,EQS,2023,Sedan,100.3,94.9,600,113.4,0.96,1712,24.68,44380,63.6,19.1
Mercedes,EQS,2019,Sedan,56.5,90.9,275,214.1,0.35,1411,21.38,44920,38.8,-7.5
Chevrolet,Bolt EV,2017,SUV,113.6,70.9,648,106,1.28,880,16.99,31025,83.9,-1.9
Volkswagen,ID.3,2020,Sedan,111.1,89.9,649,229.9,0.52,1188,22.89,87942,40,14
Tesla,Model X,2024,SUV,94.8,94.6,505,122.2,1,1740,20.64,237482,80.4,-10
Mercedes,EQS,2023,Sedan,49.8,88.5,279,44.2,1.33,1876,19.64,59488,40.3,22.2
Volkswagen,ID.4,2019,Hatchback,57.2,74.9,277,19.5,3.18,1801,20.65,172571,90.5,3
Mercedes,EQS,2020,Hatchback,86.7,71.1,360,30.4,3.19,1289,14.96,48436,75.9,11.5
BMW,i3,2016,Truck,58.7,93.4,244,52,1.38,1016,19.41,236972,88.9,17.6
Audi,Q4 e-tron,2020,Hatchback,80.3,75.3,469,178.6,0.49,438,13.74,29810,53.6,25.3
Kia,Niro EV,2017,Truck,60.3,99.4,262,191,0.37,928,14.17,97727,77.8,1.4
Tesla,Model S,2022,Truck,39.6,70,213,145.4,0.36,1803,21.49,12721,65.1,-9.5
Chevrolet,Bolt EUV,2018,Hatchback,78,94.8,339,160.9,0.57,279,14.59,159932,71.2,19.6
Tesla,Model X,2016,SUV,96.4,76.5,486,179.7,0.63,1279,15.75,51221,66,32.3
Mercedes,EQC,2020,Truck,31.3,72.3,161,228.9,0.16,1162,16.92,77916,73.6,2.6
BMW,i4,2019,Truck,112,79.2,561,42.6,2.84,1310,15.57,101441,77.8,27.9
Hyundai,Kona Electric,2022,Sedan,64.6,91.1,382,47.4,1.49,1380,24.01,85650,50.5,29.8
Tesla,Model 3,2024,Truck,90.3,94.6,382,57.3,2,773,13.38,53263,45.2,5
Hyundai,Kona Electric,2023,Truck,101.7,90.2,593,239.5,0.52,1388,17.12,143741,32.5,-7.4
Ford,Mustang Mach-E,2023,Truck,52.6,94.1,294,91.1,0.66,640,12.91,164314,55.8,14.5
Audi,Q4 e-tron,2017,Sedan,95.1,86.8,533,117,0.99,1767,15.57,44212,57,2.7
Ford,F-150 Lightning,2018,Sedan,58.7,72.3,326,232.1,0.3,1915,13.6,5392,83.9,29.1
Kia,EV6,2017,Truck,85.2,91.8,494,214.8,0.53,1705,15.57,195678,98.7,18
Ford,F-150 Lightning,2017,Hatchback,88.9,89.1,358,86.9,1.09,252,17.26,152247,83.2,31.5
Tesla,Model 3,2023,Sedan,99.1,77,491,146.1,0.8,1671,13.75,114655,85,15.2
Mercedes,EQC,2023,SUV,87.3,77.4,390,79.4,1.3,1412,17.91,200149,78.9,37.9
Audi,Q4 e-tron,2021,Hatchback,62.8,70.8,273,37.4,1.87,504,22.38,116770,48.6,-2.6
BMW,i4,2023,Sedan,54,94.4,321,195.9,0.33,865,14.16,240679,62.4,-0.2
Audi,Q4 e-tron,2023,Sedan,115.5,78.5,480,208.4,0.58,1724,20.22,205879,84.6,6.2
Audi,Q4 e-tron,2020,Truck,110.9,79,529,237.4,0.62,1951,14.86,223437,84.2,29.4
Kia,EV6,2024,SUV,93.1,78.3,415,83.5,1.21,1584,19.68,138931,84.2,13.2
Chevrolet,Bolt EUV,2020,SUV,119,91.5,712,119.4,1.36,848,13.79,22258,89.7,-6.3
Ford,Mustang Mach-E,2015,Sedan,90.4,88.1,376,233.3,0.48,1593,23.48,241868,64.7,32
Chevrolet,Bolt EV,2020,Hatchback,41.8,88.1,250,44.1,1.18,302,21.45,210513,78.3,-3.9
BMW,iX,2020,Hatchback,69,84.3,315,51.6,1.84,1104,13.63,238618,42,34.1
BMW,iX,2021,Truck,91.4,99.7,368,84.2,1.52,1290,20.55,87186,94.5,37.7
